agency_name,unique_id,user_code,post_url,post_topic,comment_text,comment_timestamp,sentiment_label,year
DOLE,CMT063,U0063,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,mam/sir...paano ba pag process?,2022-01-11 15:44:00,2022.0,Negative
DOLE,CMT064,U0064,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,clark tarlac,2024-06-03 12:03:00,2024.0,Negative
DOLE,CMT065,U0065,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,uicertificate.@gmail.com,2024-12-09 20:25:00,2024.0,Negative
DOLE,CMT066,U0066,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,panu po kung nag sara ung agency den ayaw po magbigay ng mga certificate?,2022-01-11 16:22:00,2022.0,Negative
DOLE,CMT067,U0067,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,sa pangasinan po san mag papasa?,2022-01-11 16:30:00,2022.0,Negative
DOLE,CMT068,U0068,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,"ipapasa ko na lang po ang mga requirements, kaya lang po hindi ku po alam kung papaano sa dole?",2024-01-27 18:23:00,2024.0,Negative
DOLE,CMT069,U0069,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,pano po maka kuha nyan,,,Negative
DOLE,CMT070,U0070,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,paano ho kung suspended dahil di pa fully vax si emploee? qualified po ba?,2022-01-12 00:17:00,2022.0,Negative
DOLE,CMT071,U0071,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,ate riza ramirez morales pwede na kayo ni kuya isko dito,2022-01-12 09:57:00,2022.0,Positive
DOLE,CMT072,U0072,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,thirdy ong bheng ohhh,2022-01-12 22:14:00,2022.0,Negative
DOLE,CMT073,U0073,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,paano po pag walang certificate or notice of termination?,2022-01-11 21:35:00,2022.0,Negative
DOLE,CMT074,U0074,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,transaction # ?,2022-01-11 15:59:00,2022.0,Negative
DOLE,CMT075,U0075,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,nakailang send na ko .. hanggang ngayon wala pa response,2022-09-06 21:16:00,2022.0,Positive
DOLE,CMT076,U0076,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,mag antay antay lng po kayo nalalapit👉👉👉,2022-05-23 11:39:00,2022.0,Negative
DOLE,CMT077,U0077,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,pano po yung mga tinanggal tapos hindi binigay yung sahod ??,2022-04-01 19:32:00,2022.0,Positive
DOLE,CMT078,U0078,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,pued po b ako magreklamo kasi berbal lng po ang pagkakasabi skin n tanggal nko wla po ako natanggap n termination paper mhigit  taon n po ako utility s pinagtatrabahuhan ko tpos basta sinabi po skin n tanggal nko pued po b akong magreklamo?,2022-04-01 18:31:00,2022.0,Negative
DOLE,CMT079,U0079,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,jay mhar tibatib,2022-03-01 23:36:00,2022.0,Negative
DOLE,CMT080,U0080,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,tinangal po ako sa posting ko habang ako po ay nakaduty nabigla na lang po ako na may kapalit po ako na guard na wala man lang inform ang aking agency  weeks na po na hindi nila ako mabigyan ng posting kaya nagapply na po ako sa ibang agency kasi  po ako nagantay wala naman sila maibigay na posting kaya po ako naghanap ng ibang agency may makukuha po ba ako,2022-02-05 17:33:00,2022.0,Positive
DOLE,CMT081,U0081,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,yhen yen linga,2022-02-04 18:35:00,2022.0,Negative
DOLE,CMT082,U0082,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,tangal n nga ayaw mag bigay cert of separation hindi naman jagbibigay ang comapaniang ganyan kayo dapat ang humingi s mga nawawalang teabaho para magbigay sila ng cert.of seperation,2022-01-12 09:46:00,2022.0,Positive
DOLE,CMT083,U0083,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,allan l. labitag,2022-01-12 07:20:00,2022.0,Negative
DOLE,CMT084,U0084,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,reymon villanueva bondoc,2022-01-12 07:09:00,2022.0,Negative
DOLE,CMT085,U0085,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,bakit walang antipolo?,2022-01-12 06:36:00,2022.0,Negative
DOLE,CMT086,U0086,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,jay bulanadi estaris,2022-01-12 01:48:00,2022.0,Negative
DOLE,CMT087,U0087,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,joana marie bulanadi estaris ikwa kunala reng kaku ala nanga e hehe🤣🤣,2022-01-12 05:12:00,2022.0,Positive
DOLE,CMT088,U0088,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,jay bulanadi estaris kpilan pa haha,2022-01-12 08:39:00,2022.0,Negative
DOLE,CMT089,U0089,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,ver martin banag,2022-01-12 01:20:00,2022.0,Negative
DOLE,CMT090,U0090,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,rhil lareciv,2022-01-12 12:26:00,2022.0,Negative
DOLE,CMT091,U0091,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,tangilan shiela,2022-01-11 23:01:00,2022.0,Negative
DOLE,CMT092,U0092,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,dpt pala involuntary seperation nangyare satin mautak tlga cla jean danniel pingol,2022-01-11 21:35:00,2022.0,Negative
DOLE,CMT093,U0093,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,jean pingol dpt pala ito gnwa natin involuntary seperation,2022-01-11 21:35:00,2022.0,Negative
DOLE,CMT094,U0094,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,pre noe masangkay rodrigo calicdan,2022-01-11 21:19:00,2022.0,Negative
DOLE,CMT095,U0095,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,almost  months ako nag process dito sa cebu pero walang lang nang yari useless nag ka ilang messages na ako sa email di lang pinansin nag drop box pa ako sa branch para lang maliwanagan  daw ang hihintayin wala paring nang yari . as in wala . di naka tulong di lang ako marami kaming di pinansin . sana palitan nayung empleyado na matataas yung tingin sa sarili nila porket goberno nag tatrabaho . palibsaha di nyu kami ramdam .,2022-01-11 21:17:00,2022.0,Positive
DOLE,CMT096,U0096,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,lorenz bautista daniel john nuguid robles,2022-01-11 20:33:00,2022.0,Negative
DOLE,CMT097,U0097,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,tagal ko na ng apply dyn nung nkaraan pandemic pa walaan lang sila mag reply,2022-01-11 19:19:00,2022.0,Positive
DOLE,CMT098,U0098,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,jackielou zaragoza follow up nyo sir tadtarin mo po sila ng email,2022-01-11 21:53:00,2022.0,Negative
DOLE,CMT099,U0099,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,grace cue aug  pa po ako nagsend hanggang ngayon wala pa po,2022-09-02 15:05:00,2022.0,Negative
DOLE,CMT100,U0100,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,sir ask kulang po pano po kung agency my hawak tpos pinullout ng kumpanya ang agency,2022-01-11 17:09:00,2022.0,Negative
DOLE,CMT101,U0101,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,nagpasa ako reject ng sss ..fake yan,2022-01-11 15:06:00,2022.0,Negative
DOLE,CMT102,U0102,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,"how to complain sa mga agencies ng guards na hindi hinuhulugan ang mga mga benefits pero nagkakaltas sa sahod? i hope matulungan nyo po kami, salamat",2022-01-12 17:14:00,2022.0,Negative
DOLE,CMT103,U0103,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,napakatagal niyo po magsagot sa email ..  pa po email ko for certificate,2022-09-02 15:07:00,2022.0,Negative
DOLE,CMT104,U0104,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,yan na ba ang bgog procedure kc ako ilang beses na ako ng apply puro na lang failed,2022-01-11 21:54:00,2022.0,Negative
DOLE,CMT105,U0105,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,puno na raw po inbox ng pang bulacan na email address. hindi makapag send.,2025-06-13 05:03:00,2025.0,Negative
DOLE,CMT106,U0106,https://www.facebook.com/dole.centralluzon/posts/pfbid0aS5vksY3vMw5rXrg2ixKyPmmmebQnsfKKFcUsU7tqZyfPkELNebUEVXYoJcYKVFrl,livelihood,ako maam walang sss po kahit isa wala pa po ako nawalan din po ako trabaho,2022-01-11 21:20:00,2022.0,Negative
DOLE,CMT107,U0107,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,wag kau maniwala sa dole paaasahin lng kayo yan real g yan,2022-01-10 14:36:00,2022.0,Positive
DOLE,CMT108,U0108,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,why is that special non working holiday is no work no pay rule if it is a non working holiday? hope that this law rectified to with pay. for the benefits of the people!!!,2022-01-13 21:26:00,2022.0,Positive
DOLE,CMT109,U0109,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,nku po walang benifets walang  month pay tinangal paku ngayun sa work marami pakaming tatanggalin pangalan ng company wizard construction corporation dito sa san jose city nueva ecija,2022-01-10 14:47:00,2022.0,Negative
DOLE,CMT110,U0110,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,"pati po din samin wala pong  mant pay ..walang benefits,nyt differential,wala pa sa minimum rate,wala po  wala parin po kayung action po ,nagreklamo napo kami  po tugegarao pero bat wala pa po ..kc antagal napo namin na hinihintay po aksyon ng dole po.dito po sa suncity po.sa sta ana cagayan valley .sana po maaksyonan napo ninyo....mahigit tallong taon napo na rineklamo na po namin yun...bat wala papo silng action..sana po mapansin nyo po.... mcdonald fabionar , rostom viernes , john paul umengan ayeras , larry mark dadufalza , jhoerly padilla , joseph gumabay,jerry dela cruz, irish labbao , jr umengan ayeras",2022-01-11 03:25:00,2022.0,Positive
DOLE,CMT111,U0111,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,paano po kya ang dapat gawin s mga amo n matagal nag hd nagpapasuweldo ng tama s mga tauhan niya mahigit  yeares ng hindi pinasusuweldo ayon s batas kc po ang mister k at ang kasamahan niya ay matagal ng hindi tumatanggap ng suwekdo ayon s batas ang nakukuha niyang sahid ay  kbg isang linggo apat po anak k khit libre po kmi s bhay at kuryente hd sapat iyjng  apat ang anak k nagsisipag aral p lalo ngayon online p saan aabot ang sahid n  at ako labadera p s ngayin nawala ako ng trabaho dhil s wala ng nagpalaba dhl nsa bhay nlang ang karamuhan nagonline from home kya wla n din akong trabaho kya naisipan kpo n mahingi ng tulong s inyo pra maibigay ng amo ng asawa k ang tamang pasahod s katulad nila matagal n ni bonus at thirdty month oay wala din at bonus khit kailan bkit may mga among mapagsamantala s mga tauhan nila wla n nga pi pinagaralan ng mga tauhan niya niloloko p s suwekdo sana po kami iyung matulungan,2022-02-11 08:08:00,2022.0,Positive
DOLE,CMT112,U0112,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,walang irereport dahil hinde nagbigay ng  month pay,2022-01-10 14:49:00,2022.0,Negative
DOLE,CMT113,U0113,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,mukhang kaylangan na nito ah .,2022-01-10 16:30:00,2022.0,Negative
DOLE,CMT114,U0114,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,marlon orosio kaylangan na nga to lon,2022-01-10 16:31:00,2022.0,Negative
DOLE,CMT115,U0115,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,company po namin sa masinag wala po binigay na  months sa mga tao sa mga mekaniko wala benefits wala holiday pay wala sss mababa sahod.sana mapansin.sa may masinag po tabi flying v at hospital taxi company kulay pula na gate na malaki,2022-01-10 19:34:00,2022.0,Positive
DOLE,CMT116,U0116,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,nag message po ako sa site nyo wala po ang approach,2022-01-10 13:44:00,2022.0,Negative
DOLE,CMT117,U0117,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,yung nireklamo nmin dyan sa dole noong january  dahil sa  at kulang na pasahod hanggang ngayon wala pa ding aksyon samantal yung company na nireklamo tuloy tuloy pa din ang operate kelan po ba pwedeng mag punta sa dole ng qc,2022-01-11 13:42:00,2022.0,Positive
DOLE,CMT118,U0118,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,"sna all nakatanggap kmi hangga ngaun wala,, mahabag naman kayo karapatan namin yn",2022-01-10 19:33:00,2022.0,Positive
DOLE,CMT119,U0119,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,paano po mag edit ng  month pay report sa dole ers pag nadoble yung encode / input ng name? thank you!,2022-01-10 16:18:00,2022.0,Negative
DOLE,CMT120,U0120,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,paano po ung nanahi sa bahay pede po ba magkaroon ng  monthpay,2022-01-10 18:15:00,2022.0,Negative
DOLE,CMT121,U0121,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,kasambahay po dapat po ba my  month din po kb po work ko,2022-01-11 21:28:00,2022.0,Negative
DOLE,CMT122,U0122,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,tanong ko lang po kapag naterminate ka po ba sa isang company may karapatan pa po bang makuha ang last na salary ? #respect,2022-01-11 14:23:00,2022.0,Negative
DOLE,CMT123,U0123,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,kb at yaya at tgahilot pa dapat tlga my  month sana,2022-01-11 21:30:00,2022.0,Negative
DOLE,CMT124,U0124,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,kasali pa rin po jan ang separated na.. pero wala pang nakukuha ng  month pay at back pay..,2022-01-11 09:43:00,2022.0,Positive
DOLE,CMT125,U0125,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,sana po natulungan nyo kami dito sa aparri cagayan kasi wala pa kami  month pay at sabi nila ibigay nila sa feb.eh june na ngaun sana po matulungan nyo kami dito,2022-06-01 19:15:00,2022.0,Positive
DOLE,CMT126,U0126,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,"sa amen kalahati lang ang bigay, '. lang noong december   ang kalahati now wala pa",2022-01-10 15:07:00,2022.0,Positive
DOLE,CMT127,U0127,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,paano po ung nag resign ng sept tapos di pa rin po nairelease ang  month pay hanggang ngaun january. saan po pwede mag complain sa ganito,2022-01-10 16:47:00,2022.0,Negative
DOLE,CMT128,U0128,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,kelan naman po ang report para sa mga hindi nakatanggap?😅,2022-01-10 19:12:00,2022.0,Positive
DOLE,CMT129,U0129,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,aku pu pala si napoleon victoria mag  taon napu aku nag tratrabaho tinagal pu aku dahil sa bakuna patulong pu sana dikupu alam gawin ku walana pu kami makain mam sir,2022-01-20 00:11:00,2022.0,Positive
DOLE,CMT130,U0130,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,sir mam pwede puba aku humingi ng tulong sa dole dinagal pu aku sa trabahu kc pu wala akung bakuna sana matungan pu ninyu aku kung anu pu dapat ku gawin wala na pu kami makain walana pu aku trabahu mam sir tulung po,2022-01-20 00:08:00,2022.0,Positive
DOLE,CMT131,U0131,https://www.facebook.com/dole.centralluzon/posts/pfbid0mQ8Une3e6MnNQzMRbPVpdEzkFVo7EGukQPHJdQEn5foFWLjWKLfyrDGbghmco2rl,labor regulation,pano pala kung yung hindi na tlga binigay since ,2022-01-10 23:42:00,2022.0,Negative
